INSTNM,CITY,STABBR,CONTROL,LATITUDE,LONGITUDE,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,MD_EARN_WNE_P10,DEBT_MDN,ADM_RATE,SAT_AVG,ACTCM50,UGDS
Touro University Worldwide,Los Alamitos,CA,2,33.808683,-118.057754,27755.0,14600.0,14600.0,40803.0,14437,,,,416.0
Touro University Nevada,Henderson,NV,2,36.043189,-115.024012,,,,104805.0,12500,,,,19.0
Herzing University-Kenosha,Kenosha,WI,2,42.582628,-87.820105,23590.0,13420.0,13420.0,36909.0,11756,0.8939,,,543.0
Texas A&M University-San Antonio,San Antonio,TX,1,29.304762,-98.52417,21840.0,9548.0,23124.0,54338.0,12500,0.92,954.0,18.0,6224.0
Johnson & Wales University-Online,Providence,RI,2,41.819956,-71.41277,25365.0,13365.0,13365.0,43418.0,16334,0.5426,,,1980.0
Fairfax University of America,Fairfax,VA,2,38.84905,-77.347751,,10128.0,10128.0,,PS,,,,5.0
Chamberlain University-Virginia,Vienna,VA,3,38.910459,-77.220505,,20462.0,20462.0,92405.0,16458,1.0,,,567.0
Carolina College of Biblical Studies,Fayetteville,NC,2,35.05141,-78.939514,24267.0,6276.0,6276.0,24581.0,17500,,,,122.0
Manna University,Fayetteville,NC,2,35.058616,-78.961305,23618.0,7163.0,7163.0,,9500,1.0,,,169.0
Simmons College of Kentucky,Louisville,KY,2,38.239519,-85.764811,25981.0,16398.0,16398.0,,PS,0.9821,,,381.0
North American University,Stafford,TX,2,29.646303,-95.588338,24909.0,12836.0,12836.0,,4750,,,,573.0
Keser Torah-Mayan Hatalmud,Lakewood,NJ,2,40.098369,-74.17029,16600.0,11060.0,11060.0,,PS,0.7143,,,59.0
Millennia Atlantic University,Doral,FL,3,25.808134,-80.352717,,12978.0,12978.0,,PS,,,,104.0
John Paul the Great Catholic University,Escondido,CA,2,33.12085,-117.082401,47492.0,29500.0,29500.0,56930.0,21500,0.7929,1181.0,25.0,297.0
University of Connecticut-Hartford Campus,Hartford,CT,1,41.762673,-72.672175,25031.0,17452.0,40120.0,73997.0,18610,0.8645,1081.0,22.0,1473.0
Ottawa University-Surprise,Surprise,AZ,2,33.628923,-112.368233,51400.0,35300.0,35300.0,55552.0,12500,0.3988,978.0,18.0,768.0
Chamberlain University-Missouri,St. Louis,MO,3,38.701907,-90.436283,41617.0,19686.0,19686.0,92405.0,16458,0.8333,,,328.0
Chamberlain University-Texas,Houston,TX,3,29.838386,-95.560414,39297.0,19686.0,19686.0,92405.0,16458,0.9565,,,2416.0
